 serial number,character,ferquency(pre million)
4672,潞,1.15102 
4673,阕,1.14469 
4674,铤,1.14364 
4675,桠,1.14364 
4676,涿,1.14311 
4677,薜,1.14153 
4678,郃,1.13995 
4679,氐,1.13574 
4680,鲛,1.13469 
4681,睥,1.13416 
4682,滦,1.13153 
4683,稔,1.12994 
4684,頭,1.12942 
4685,妺,1.12889 
4686,锲,1.12678 
4687,徜,1.12257 
4688,哙,1.11994 
4689,冼,1.11994 
4690,獐,1.11836 
4691,讧,1.11361 
4692,喙,1.11361 
4693,氨,1.11256 
4694,缯,1.11203 
4695,褓,1.11045 
4696,赊,1.11045 
4697,菀,1.10993 
4698,鄱,1.10940 
4699,炅,1.10413 
4700,碜,1.10308 
4701,戗,1.10203 
4702,嫫,1.10045 
4703,瓴,1.09992 
4704,犍,1.09781 
4705,酊,1.09676 
4706,臌,1.09676 
4707,钠,1.09465 
4708,螓,1.09465 
4709,镌,1.08728 
4710,麗,1.08411 
4711,铀,1.08148 
4712,羯,1.07937 
4713,挝,1.07885 
4714,谡,1.07305 
4715,邙,1.07253 
4716,襁,1.07253 
4717,渚,1.06989 
4718,胫,1.06673 
4719,箸,1.06620 
4720,逖,1.06515 
4721,雎,1.06094 
4722,砥,1.06041 
4723,衢,1.05936 
4724,狒,1.05462 
4725,骞,1.05462 
4726,荟,1.05409 
4727,汛,1.05040 
4728,盥,1.04671 
4729,睚,1.04513 
4730,栎,1.04355 
4731,祚,1.04145 
4732,砣,1.03618 
4733,烩,1.03565 
4734,氣,1.03407 
4735,夯,1.03302 
4736,拮,1.02933 
4737,驷,1.02722 
4738,掴,1.02406 
4739,蘩,1.02301 
4740,禩,1.02248 
4741,蜞,1.02195 
4742,乜,1.01985 
4743,灏,1.01827 
4744,殓,1.01827 
4745,發,1.01774 
4746,哔,1.01721 
4747,擢,1.01721 
4748,殛,1.01458 
4749,荪,1.01247 
4750,徇,1.01247 
4751,蹴,1.01089 
4752,忾,1.00826 
4753,谯,1.00826 
4754,鸵,1.00826 
4755,疹,1.00826 
4756,韫,1.00720 
4757,祛,1.00562 
4758,膻,1.00510 
4759,黢,1.00457 
4760,仄,0.99878 
4761,唳,0.99667 
4762,炁,0.99667 
4763,烊,0.99140 
4764,孀,0.99087 
4765,斫,0.99035 
4766,腚,0.98929 
4767,牍,0.98877 
4768,佃,0.98508 
4769,懋,0.98508 
4770,赡,0.98455 
4771,鹗,0.98403 
4772,秣,0.98403 
4773,榷,0.97823 
4774,镭,0.97665 
4775,铄,0.97454 
4776,庾,0.97454 
4777,媾,0.96559 
4778,嫒,0.96348 
4779,饽,0.96243 
4780,佥,0.95927 
4781,谌,0.95874 
4782,尕,0.95716 
4783,啮,0.95347 
4784,蝼,0.95084 
4785,闱,0.95084 
4786,篙,0.95031 
4787,逡,0.95031 
4788,膑,0.94926 
4789,問,0.94873 
4790,荥,0.94821 
4791,隍,0.94663 
4792,蕨,0.94610 
4793,罄,0.94610 
4794,郓,0.94557 
4795,囵,0.94452 
4796,橹,0.94399 
4797,诰,0.94083 
4798,蹇,0.94030 
4799,睢,0.94030 
4800,喱,0.93925 
4801,縯,0.93820 
4802,間,0.93346 
4803,話,0.93293 
4804,肓,0.93240 
4805,榈,0.93135 
4806,绶,0.92924 
4807,罹,0.92871 
4808,槊,0.92871 
4809,瑗,0.92661 
4810,槁,0.92608 
4811,秸,0.92187 
4812,裱,0.91976 
4813,牦,0.91871 
4814,荑,0.91871 
4815,滓,0.91713 
4816,腓,0.91502 
4817,谶,0.91344 
4818,砝,0.91344 
4819,舐,0.91344 
4820,嗎,0.91186 
4821,秆,0.91133 
4822,荏,0.90870 
4823,邝,0.90764 
4824,芈,0.90764 
4825,給,0.90606 
4826,斛,0.90606 
4827,暨,0.90396 
4828,狻,0.90343 
4829,滟,0.90185 
4830,恫,0.90080 
4831,麋,0.89974 
4832,纾,0.89974 
4833,锟,0.89869 
4834,粑,0.89763 
4835,诳,0.89500 
4836,氅,0.89447 
4837,寮,0.89447 
4838,鹑,0.89289 
4839,驽,0.89237 
4840,囫,0.89079 
4841,炷,0.89026 
4842,缙,0.88921 
4843,徕,0.88552 
4844,弭,0.87920 
4845,聲,0.87814 
4846,橇,0.87762 
4847,痢,0.87551 
4848,撺,0.87498 
4849,柑,0.87498 
4850,圜,0.87498 
4851,儆,0.87393 
4852,魉,0.87393 
4853,妊,0.87288 
4854,婳,0.86392 
4855,兩,0.86234 
4856,矍,0.86076 
4857,犸,0.86023 
4858,哓,0.85497 
4859,酶,0.85128 
4860,當,0.85022 
4861,庖,0.84812 
4862,缢,0.84706 
4863,俎,0.84601 
4864,墉,0.84548 
4865,鲫,0.84496 
4866,藓,0.84390 
4867,佰,0.84285 
4868,痔,0.84180 
4869,觥,0.84074 
4870,闇,0.83389 
4871,哞,0.83389 
4872,旃,0.83284 
4873,讓,0.83231 
4874,伉,0.83179 
4875,猷,0.83073 
4876,怄,0.82863 
4877,牯,0.82757 
4878,茀,0.82652 
4879,烜,0.82599 
4880,锨,0.82494 
4881,長,0.82441 
4882,豢,0.82283 
4883,轱,0.81967 
4884,泵,0.81809 
4885,擀,0.81598 
4886,蝌,0.81598 
4887,绻,0.81493 
4888,呔,0.81440 
4889,绌,0.81282 
4890,蓑,0.81072 
4891,纥,0.81019 
4892,釉,0.81019 
4893,翳,0.80914 
4894,殁,0.80861 
4895,讫,0.80439 
4896,濛,0.80387 
4897,從,0.80176 
4898,蜇,0.80123 
4899,砧,0.80071 
4900,殄,0.79965 
4901,萼,0.79702 
4902,覺,0.79491 
4903,辔,0.79491 
4904,诮,0.79333 
4905,胰,0.79281 
4906,蜍,0.79175 
4907,浔,0.79175 
4908,緂,0.79070 
4909,钜,0.78806 
4910,瘌,0.78806 
4911,趿,0.78806 
4912,瘀,0.78701 
4913,鸪,0.78596 
4914,霰,0.78490 
4915,婥,0.78174 
4916,赟,0.77858 
4917,邊,0.77806 
4918,祇,0.77806 
4919,鹧,0.77806 
4920,诨,0.77753 
4921,掼,0.77700 
4922,僭,0.77542 
4923,礽,0.77437 
4924,動,0.77226 
4925,弁,0.76963 
4926,體,0.76857 
4927,湎,0.76647 
4928,蹉,0.76594 
4929,汨,0.76594 
4930,栉,0.76594 
4931,醍,0.76541 
4932,磬,0.76278 
4933,铂,0.76067 
4934,蓼,0.76067 
4935,泷,0.76067 
4936,梏,0.76014 
4937,祜,0.75962 
4938,摺,0.75804 
4939,鸩,0.75804 
4940,虺,0.75751 
4941,豌,0.75646 
4942,嘬,0.75119 
4943,疡,0.75119 
4944,杲,0.75066 
4945,荞,0.75066 
4946,煨,0.75014 
4947,蛔,0.74961 
4948,涝,0.74961 
4949,焖,0.74908 
4950,祉,0.74856 
4951,魍,0.74803 
4952,锉,0.74750 
4953,跎,0.74750 
4954,桎,0.74698 
4955,娠,0.74645 
4956,诿,0.74645 
4957,喆,0.74645 
4958,瓯,0.74487 
4959,偈,0.74434 
4960,殚,0.74381 
4961,镁,0.74223 
4962,邳,0.74118 
4963,胱,0.74013 
4964,痂,0.74013 
4965,刍,0.73907 
4966,醐,0.73802 
4967,糅,0.73591 
4968,亞,0.73275 
4969,岿,0.73223 
4970,愎,0.73170 
4971,赝,0.73170 
4972,禇,0.72854 
4973,笳,0.72854 
4974,唁,0.72854 
4975,齑,0.72801 
4976,崂,0.72801 
4977,狎,0.72696 
4978,踽,0.72643 
4979,揆,0.72538 
4980,鳍,0.72538 
4981,钹,0.72485 
4982,侩,0.72432 
4983,帧,0.72169 
4984,裾,0.72116 
4985,椁,0.72064 
4986,姮,0.72064 
4987,唿,0.71958 
4988,種,0.71906 
4989,澍,0.71853 
4990,崧,0.71800 
4991,淩,0.71748 
4992,衾,0.71590 
4993,骈,0.71431 
4994,仟,0.71326 
4995,勖,0.71168 
4996,咭,0.71115 
4997,羸,0.71010 
4998,谪,0.71010 
4999,柁,0.70852 
5000,窣,0.70747 
5001,狲,0.70747 
5002,槃,0.70589 
5003,珲,0.70378 
5004,蛭,0.70378 
5005,痍,0.70325 
5006,俦,0.70273 
5007,猢,0.70273 
5008,镫,0.70220 
5009,戡,0.70115 
5010,鼹,0.70115 
5011,悌,0.70062 
5012,嬅,0.69956 
5013,濯,0.69904 
5014,莅,0.69851 
5015,懔,0.69851 
5016,裡,0.69798 
5017,肊,0.69588 
5018,咩,0.69430 
5019,誊,0.69430 
5020,見,0.69324 
5021,卻,0.69324 
5022,鳝,0.69324 
5023,韪,0.69272 
5024,噱,0.68956 
5025,嫪,0.68956 
5026,亓,0.68956 
5027,铩,0.68956 
5028,燏,0.68903 
5029,硌,0.68482 
5030,俚,0.68482 
5031,椤,0.68323 
5032,脍,0.68271 
5033,臉,0.68271 
5034,汞,0.68060 
5035,淖,0.68060 
5036,炘,0.68060 
5037,姘,0.68007 
5038,聩,0.67639 
5039,泅,0.67586 
5040,喑,0.67533 
5041,绦,0.67481 
5042,铡,0.67481 
5043,桫,0.67428 
5044,恽,0.67428 
5045,薏,0.67059 
5046,遒,0.67007 
5047,痨,0.66954 
5048,蚪,0.66743 
5049,屙,0.66743 
5050,佫,0.66585 
5051,窸,0.66480 
5052,蒺,0.66269 
5053,蚡,0.66216 
5054,觞,0.66111 
5055,葺,0.66006 
5056,煅,0.65848 
5057,悱,0.65795 
5058,茕,0.65795 
5059,肜,0.65690 
5060,沨,0.65532 
5061,棫,0.65215 
5062,靛,0.65163 
5063,诓,0.65110 
5064,拋,0.65057 
5065,忝,0.65057 
5066,箔,0.64952 
5067,璠,0.64899 
5068,芃,0.64794 
5069,別,0.64689 
5070,珥,0.64531 
5071,菅,0.64373 
5072,嶷,0.64320 
5073,酃,0.64162 
5074,與,0.64004 
5075,岬,0.63740 
5076,臬,0.63740 
5077,舢,0.63688 
5078,肱,0.63635 
5079,焙,0.63530 
5080,逦,0.63108 
5081,啖,0.63056 
5082,冁,0.63003 
5083,鸷,0.62634 
5084,蜢,0.62582 
5085,莠,0.62529 
5086,級,0.62424 
5087,茔,0.62160 
5088,铨,0.62002 
5089,槚,0.61949 
5090,胺,0.61844 
5091,旻,0.61844 
5092,雲,0.61686 
5093,變,0.61581 
5094,堇,0.61581 
5095,艽,0.61528 
5096,湟,0.61475 
5097,瑭,0.61423 
5098,踅,0.61370 
5099,芨,0.61317 
5100,逶,0.61265 
5101,嶂,0.61265 
5102,幾,0.61159 
5103,钾,0.61054 
5104,跹,0.61001 
5105,徭,0.60949 
5106,鹌,0.60738 
5107,狍,0.60738 
5108,笞,0.60685 
5109,埙,0.60316 
5110,仵,0.60264 
5111,缛,0.60158 
5112,椽,0.60000 
5113,暝,0.59842 
5114,苕,0.59790 
5115,酮,0.59790 
5116,貉,0.59684 
5117,婺,0.59684 
5118,玠,0.59579 
5119,糨,0.59210 
5120,囿,0.59210 
5121,铖,0.59157 
5122,畹,0.59157 
5123,帏,0.59157 
5124,镝,0.59105 
5125,缦,0.58841 
5126,铣,0.58789 
5127,轸,0.58578 
5128,舂,0.58525 
5129,將,0.58525 
5130,碘,0.58420 
5131,黍,0.58262 
5132,芫,0.58209 
5133,馔,0.58051 
5134,碁,0.57999 
5135,铢,0.57999 
5136,槿,0.57788 
5137,赭,0.57683 
5138,涪,0.57524 
5139,塬,0.57419 
5140,氯,0.57261 
5141,倬,0.57208 
5142,酡,0.57103 
5143,實,0.57050 
5144,傣,0.56998 
5145,颏,0.56998 
5146,缱,0.56892 
5147,媞,0.56892 
5148,浜,0.56840 
5149,暻,0.56840 
5150,篾,0.56576 
5151,鋆,0.56471 
5152,柘,0.56418 
5153,猕,0.56366 
5154,桉,0.56155 
5155,砒,0.56155 
5156,邶,0.56049 
5157,洌,0.55891 
5158,衿,0.55786 
5159,颛,0.55786 
5160,蜮,0.55681 
5161,骢,0.55628 
5162,柒,0.55575 
5163,呖,0.55470 
5164,郅,0.55470 
5165,饴,0.55417 
5166,圩,0.55312 
5167,茯,0.55259 
5168,疱,0.55259 
5169,圄,0.55101 
5170,琚,0.55049 
5171,橐,0.55049 
5172,钿,0.54996 
5173,枸,0.54943 
5174,貅,0.54943 
5175,蛎,0.54627 
5176,嫱,0.54627 
5177,爿,0.54522 
5178,進,0.54364 
5179,辂,0.54258 
5180,綦,0.54206 
5181,唢,0.54153 
5182,笤,0.54153 
5183,旸,0.53890 
5184,鼬,0.53890 
5185,苜,0.53837 
5186,窠,0.53732 
5187,嗄,0.53679 
5188,卅,0.53679 
5189,茏,0.53626 
5190,艄,0.53626 
5191,苡,0.53626 
5192,辚,0.53574 
5193,囹,0.53574 
5194,撷,0.53468 
5195,伥,0.53416 
5196,毐,0.53363 
5197,疟,0.53310 
5198,骓,0.53310 
5199,筌,0.53258 
5200,屐,0.52783 
5201,猁,0.52573 
5202,靈,0.52573 
5203,傩,0.52362 
5204,帶,0.52257 
5205,疽,0.52257 
5206,珙,0.52151 
5207,貊,0.52151 
5208,诟,0.51993 
5209,剛,0.51677 
5210,鬣,0.51677 
5211,鼐,0.51677 
5212,獭,0.51361 
5213,嗞,0.51361 
5214,獾,0.51308 
5215,洮,0.51308 
5216,邛,0.51150 
5217,赅,0.51045 
5218,黒,0.51045 
5219,擤,0.51045 
5220,稗,0.50834 
5221,咴,0.50834 
5222,楂,0.50782 
5223,氮,0.50729 
5224,竽,0.50729 
5225,箓,0.50676 
5226,勐,0.50571 
5227,谔,0.50466 
5228,碣,0.50466 
5229,铧,0.50150 
5230,逑,0.50150 
5231,郾,0.50150 
5232,铆,0.50097 
5233,師,0.50097 
5234,褡,0.50044 
5235,滁,0.49992 
5236,陂,0.49886 
5237,喁,0.49781 
5238,矠,0.49728 
5239,湫,0.49675 
5240,蚺,0.49517 
5241,钨,0.49465 
5242,钲,0.49465 
5243,綮,0.49412 
5244,噹,0.49359 
5245,蕲,0.49359 
5246,遴,0.49307 
5247,舛,0.49201 
5248,荠,0.49043 
5249,玕,0.48991 
5250,稞,0.48885 
5251,阄,0.48780 
5252,荚,0.48622 
5253,媪,0.48517 
5254,鎏,0.48411 
5255,笏,0.48358 
5256,迡,0.48358 
5257,悒,0.48358 
5258,晷,0.48306 
5259,郗,0.48306 
5260,宥,0.48253 
5261,戰,0.48253 
5262,豸,0.48200 
5263,摈,0.48148 
5264,儋,0.47990 
5265,葶,0.47937 
5266,瑸,0.47726 
5267,愛,0.47674 
5268,凫,0.47621 
5269,阡,0.47358 
5270,蚨,0.47305 
5271,粕,0.47305 
5272,猗,0.47305 
5273,纛,0.47094 
5274,畲,0.46883 
5275,睇,0.46831 
5276,滿,0.46778 
5277,難,0.46778 
5278,洇,0.46778 
5279,醮,0.46673 
5280,裏,0.46673 
5281,虢,0.46620 
5282,龍,0.46620 
5283,癣,0.46620 
5284,葻,0.46515 
5285,珐,0.46251 
5286,酆,0.46251 
5287,內,0.46251 
5288,诒,0.46251 
5289,踯,0.46251 
5290,颎,0.46199 
5291,馏,0.46146 
5292,莛,0.46146 
5293,髭,0.46146 
5294,龈,0.46093 
5295,锒,0.45988 
5296,钯,0.45935 
5297,楹,0.45935 
5298,贽,0.45883 
5299,菖,0.45830 
5300,灞,0.45725 
5301,虻,0.45725 
5302,苌,0.45619 
5303,聽,0.45619 
5304,躅,0.45567 
5305,牝,0.45514 
5306,钎,0.45461 
5307,珺,0.45356 
5308,畦,0.45356 
5309,欤,0.45303 
5310,桁,0.45250 
5311,腩,0.45250 
5312,吖,0.44987 
5313,該,0.44987 
5314,屍,0.44934 
5315,蠹,0.44882 
5316,眬,0.44776 
5317,夢,0.44618 
5318,張,0.44618 
5319,瓤,0.44566 
5320,淝,0.44408 
5321,鸶,0.44408 
5322,亳,0.44355 
5323,應,0.44302 
5324,楫,0.44250 
5325,薨,0.44197 
5326,訇,0.44092 
5327,祂,0.44092 
5328,镊,0.44039 
5329,陟,0.44039 
5330,炰,0.43934 
5331,靜,0.43828 
5332,镗,0.43775 
5333,樗,0.43354 
5334,苫,0.43249 
5335,阆,0.43196 
5336,莒,0.43038 
5337,罅,0.42933 
5338,稹,0.42933 
5339,豕,0.42775 
5340,涫,0.42722 
5341,螟,0.42669 
5342,骝,0.42617 
5343,連,0.42511 
5344,蓿,0.42459 
5345,祧,0.42353 
5346,苎,0.42353 
5347,擘,0.42301 
5348,犴,0.42248 
5349,玎,0.42248 
5350,侉,0.42195 
5351,仝,0.41932 
5352,學,0.41932 
5353,厝,0.41826 
5354,馐,0.41774 
5355,邰,0.41721 
5356,潍,0.41721 
5357,兕,0.41668 
5358,赍,0.41616 
5359,龅,0.41563 
5360,黩,0.41510 
5361,霂,0.41458 
5362,胪,0.41405 
5363,抟,0.41352 
5364,诤,0.41352 
5365,鬈,0.41300 
5366,結,0.41089 
5367,烺,0.41089 
5368,裝,0.41036 
5369,芪,0.40984 
5370,莳,0.40984 
5371,毽,0.40931 
5372,筇,0.40878 
5373,猞,0.40826 
5374,忺,0.40826 
5375,砭,0.40615 
5376,腱,0.40615 
5377,澧,0.40457 
5378,挈,0.40457 
5379,怼,0.40299 
5380,镞,0.40299 
5381,貔,0.40246 
5382,嬗,0.40246 
5383,醴,0.40193 
5384,搠,0.40035 
5385,杷,0.39983 
5386,薹,0.39983 
5387,杌,0.39825 
5388,並,0.39772 
5389,風,0.39719 
5390,铬,0.39667 
5391,讴,0.39667 
5392,闼,0.39614 
5393,拊,0.39561 
5394,歃,0.39456 
5395,機,0.39351 
5396,輕,0.39245 
5397,蝮,0.39192 
5398,沆,0.39192 
5399,晞,0.39140 
5400,飏,0.39087 
5401,烷,0.39034 
5402,箜,0.38982 
5403,彀,0.38876 
5404,雠,0.38824 
5405,傳,0.38824 
5406,荩,0.38824 
5407,揿,0.38824 
5408,恂,0.38666 
5409,燊,0.38613 
5410,茴,0.38560 
5411,癯,0.38560 
5412,吔,0.38560 
5413,備,0.38455 
5414,國,0.38455 
5415,闿,0.38402 
5416,衽,0.38350 
5417,鲈,0.38297 
5418,缟,0.38244 
5419,紅,0.38244 
5420,昴,0.38244 
5421,廪,0.38192 
5422,圻,0.38192 
5423,垓,0.38086 
5424,奁,0.38034 
5425,瘙,0.38034 
5426,痫,0.37981 
5427,黟,0.37981 
5428,讦,0.37876 
5429,矾,0.37823 
5430,铰,0.37770 
5431,氖,0.37770 
5432,烯,0.37770 
5433,葉,0.37770 
5434,陉,0.37612 
5435,耄,0.37559 
5436,妯,0.37559 
5437,強,0.37349 
5438,踟,0.36980 
5439,菟,0.36980 
5440,鲧,0.36927 
5441,镛,0.36927 
5442,峄,0.36875 
5443,镱,0.36875 
5444,竦,0.36769 
5445,搦,0.36611 
5446,吡,0.36559 
5447,鳏,0.36559 
5448,飨,0.36559 
5449,猡,0.36506 
5450,痼,0.36348 
5451,讣,0.36295 
5452,荭,0.36295 
5453,龢,0.36243 
5454,殺,0.36137 
5455,鯶,0.36084 
5456,馕,0.36084 
5457,枰,0.36084 
5458,黼,0.36032 
5459,檫,0.35979 
5460,氂,0.35979 
5461,鄯,0.35979 
5462,鲇,0.35874 
5463,酽,0.35874 
5464,垅,0.35821 
5465,佤,0.35768 
5466,歙,0.35768 
5467,骘,0.35768 
5468,妁,0.35663 
5469,頫,0.35663 
5470,處,0.35610 
5471,垩,0.35610 
5472,蠃,0.35558 
5473,锆,0.35505 
5474,枇,0.35505 
5475,鄞,0.35452 
5476,乩,0.35400 
5477,幂,0.35347 
5478,遠,0.35294 
5479,場,0.35242 
5480,蟊,0.35136 
5481,沭,0.35031 
5482,綪,0.34873 
5483,垭,0.34873 
5484,鹳,0.34820 
5485,萁,0.34820 
5486,伧,0.34768 
5487,苁,0.34715 
5488,恚,0.34662 
5489,盱,0.34662 
5490,鼋,0.34610 
5491,門,0.34557 
5492,钤,0.34557 
5493,矬,0.34451 
5494,帑,0.34399 
5495,關,0.34346 
5496,車,0.34293 
5497,兒,0.34293 
5498,劍,0.34293 
5499,離,0.34135 
5500,轉,0.34135 
5501,侪,0.34083 
5502,溦,0.34083 
5503,極,0.33872 
5504,穑,0.33872 
5505,脶,0.33819 
5506,煸,0.33767 
5507,娌,0.33767 
5508,砀,0.33714 
5509,陣,0.33661 
5510,孳,0.33556 
5511,吶,0.33503 
5512,蚋,0.33503 
5513,脔,0.33451 
5514,缁,0.33451 
5515,箬,0.33345 
5516,豔,0.33293 
5517,颙,0.33293 
5518,樯,0.33240 
5519,麂,0.33187 
5520,糸,0.33135 
5521,猱,0.33082 
5522,跸,0.33029 
5523,甑,0.33029 
5524,榘,0.32924 
5525,掮,0.32924 
5526,岈,0.32924 
5527,芾,0.32871 
5528,龃,0.32871 
5529,趸,0.32818 
5530,沔,0.32818 
5531,涘,0.32818 
5532,炆,0.32818 
5533,蹰,0.32766 
5534,苣,0.32660 
5535,冄,0.32660 
5536,裢,0.32555 
5537,萸,0.32555 
5538,郧,0.32555 
5539,捭,0.32502 
5540,緊,0.32502 
5541,嫇,0.32502 
5542,謇,0.32344 
5543,湉,0.32239 
5544,笫,0.32186 
5545,雖,0.32134 
5546,妣,0.32081 
5547,枞,0.32081 
5548,禟,0.32028 
5549,疥,0.31976 
5550,啁,0.31976 
5551,氰,0.31870 
5552,蒹,0.31818 
5553,驚,0.31818 
5554,檑,0.31712 
5555,誰,0.31712 
5556,莴,0.31660 
5557,禳,0.31607 
5558,缌,0.31449 
5559,婄,0.31396 
5560,夤,0.31396 
5561,鹬,0.31396 
5562,勣,0.31343 
5563,玢,0.31185 
5564,镏,0.31185 
5565,終,0.31185 
5566,狯,0.31080 
5567,馬,0.31080 
5568,傢,0.31027 
5569,焐,0.31027 
5570,縻,0.30975 
5571,屃,0.30975 
5572,魆,0.30922 
5573,莜,0.30922 
5574,腭,0.30869 
5575,鲑,0.30869 
5576,淦,0.30817 
5577,洹,0.30764 
5578,砦,0.30764 
5579,荇,0.30711 
5580,鲠,0.30659 
5581,蚝,0.30606 
5582,榉,0.30606 
5583,楝,0.30606 
5584,艨,0.30553 
5585,楸,0.30553 
5586,睃,0.30501 
5587,鹈,0.30501 
5588,棹,0.30501 
5589,昇,0.30395 
5590,瀣,0.30343 
5591,東,0.30290 
5592,龉,0.30290 
5593,鬻,0.30290 
5594,庥,0.30237 
5595,骐,0.30185 
5596,囗,0.30185 
5597,筢,0.29921 
5598,柝,0.29868 
5599,靺,0.29816 
5600,堀,0.29763 
5601,膂,0.29763 
5602,磔,0.29763 
5603,柞,0.29763 
5604,鞨,0.29710 
5605,谘,0.29710 
5606,泔,0.29658 
5607,锰,0.29658 
5608,協,0.29658 
5609,聃,0.29552 
5610,徂,0.29500 
5611,堞,0.29500 
5612,蟥,0.29447 
5613,羕,0.29447 
5614,墀,0.29289 
5615,薅,0.29289 
5616,呎,0.29236 
5617,艟,0.29236 
5618,嵯,0.29236 
5619,怿,0.29236 
5620,窳,0.29236 
5621,蛳,0.29184 
5622,彘,0.29184 
5623,迨,0.29078 
5624,犰,0.29026 
5625,荜,0.28973 
5626,篦,0.28973 
5627,跶,0.28973 
5628,橛,0.28973 
5629,焯,0.28815 
5630,儁,0.28815 
5631,趺,0.28762 
5632,倥,0.28710 
5633,鸹,0.28657 
5634,椋,0.28657 
5635,瞇,0.28657 
5636,崃,0.28604 
5637,記,0.28552 
5638,旒,0.28552 
5639,芡,0.28552 
5640,芩,0.28552 
5641,請,0.28499 
5642,耧,0.28393 
5643,蝺,0.28393 
5644,庠,0.28341 
5645,狴,0.28235 
5646,钴,0.28235 
5647,侂,0.28235 
5648,眾,0.28235 
5649,镕,0.28183 
5650,樾,0.28183 
5651,欸,0.28130 
5652,穰,0.28130 
5653,螯,0.28077 
5654,耒,0.28025 
5655,眙,0.28025 
5656,菈,0.27972 
5657,罴,0.27972 
5658,隨,0.27972 
5659,肄,0.27972 
5660,怛,0.27919 
5661,缃,0.27919 
5662,哏,0.27867 
5663,逄,0.27867 
5664,岙,0.27814 
5665,沤,0.27814 
5666,珰,0.27761 
5667,荨,0.27761 
5668,娈,0.27709 
5669,圉,0.27709 
5670,叻,0.27656 
5671,訢,0.27656 
5672,耋,0.27603 
5673,鸮,0.27551 
5674,邴,0.27498 
5675,雙,0.27498 
5676,擊,0.27393 
5677,毂,0.27182 
5678,俳,0.27129 
5679,傷,0.27129 
5680,铱,0.27129 
5681,艏,0.27077 
5682,喈,0.26971 
5683,類,0.26919 
5684,蓠,0.26919 
5685,薮,0.26813 
5686,峤,0.26760 
5687,貘,0.26760 
5688,珮,0.26760 
5689,崤,0.26760 
5690,笄,0.26655 
5691,缗,0.26497 
5692,蹁,0.26497 
5693,蕤,0.26497 
5694,條,0.26392 
5695,璁,0.26339 
5696,渑,0.26339 
5697,秫,0.26339 
5698,掾,0.26339 
5699,吋,0.26286 
5700,祆,0.26286 
5701,豉,0.26234 
5702,醪,0.26234 
5703,郿,0.26181 
5704,搧,0.26181 
5705,庑,0.26181 
5706,茛,0.26023 
5707,莼,0.25970 
5708,筮,0.25918 
5709,挹,0.25918 
5710,媸,0.25812 
5711,阒,0.25812 
5712,怫,0.25760 
5713,鲔,0.25707 
5714,許,0.25654 
5715,姰,0.25602 
5716,雱,0.25602 
5717,認,0.25602 
5718,疣,0.25602 
5719,镍,0.25549 
5720,團,0.25549 
5721,褫,0.25496 
5722,锛,0.25444 
5723,潾,0.25444 
5724,轳,0.25444 
5725,鲵,0.25391 
5726,萬,0.25391 
5727,錯,0.25338 
5728,熵,0.25338 
5729,馑,0.25285 
5730,謝,0.25285 
5731,眇,0.25233 
5732,瘆,0.25180 
5733,電,0.25127 
5734,轺,0.25127 
5735,塄,0.25075 
5736,續,0.25075 
5737,纔,0.25022 
5738,涞,0.25022 
5739,杼,0.24969 
5740,沖,0.24864 
5741,讬,0.24864 
5742,崮,0.24811 
5743,岘,0.24759 
5744,纮,0.24653 
5745,诂,0.24390 
5746,镢,0.24390 
5747,玦,0.24337 
5748,鲶,0.24337 
5749,氟,0.24285 
5750,鲮,0.24285 
5751,蔌,0.24232 
5752,椹,0.24179 
5753,鐵,0.24179 
5754,僜,0.24074 
5755,洄,0.24074 
5756,栊,0.24021 
5757,孢,0.23969 
5758,郏,0.23969 
5759,沴,0.23969 
5760,郴,0.23916 
5761,侑,0.23916 
5762,詈,0.23863 
5763,獬,0.23863 
5764,澶,0.23863 
5765,箧,0.23810 
5766,興,0.23810 
5767,語,0.23758 
5768,嗐,0.23652 
5769,鳃,0.23652 
5770,朮,0.23652 
5771,線,0.23600 
5772,矸,0.23547 
5773,讵,0.23547 
5774,枋,0.23494 
5775,璺,0.23494 
5776,幫,0.23442 
5777,鞣,0.23442 
5778,澌,0.23442 
5779,啭,0.23442 
5780,蜉,0.23389 
5781,黻,0.23389 
5782,鳥,0.23336 
5783,耦,0.23336 
5784,樘,0.23336 
5785,虛,0.23284 
5786,跖,0.23284 
5787,蛉,0.23231 
5788,箪,0.23178 
5789,璈,0.23073 
5790,逋,0.23073 
5791,歡,0.23073 
5792,扦,0.23073 
5793,孃,0.23020 
5794,愆,0.23020 
5795,跩,0.23020 
5796,鳟,0.22968 
5797,泚,0.22915 
5798,藿,0.22915 
5799,浠,0.22915 
5800,痱,0.22862 
5801,憷,0.22757 
5802,隊,0.22757 
5803,殳,0.22757 
5804,葚,0.22704 
5805,纡,0.22704 
5806,翮,0.22599 
5807,戋,0.22546 
5808,黧,0.22546 
5809,喦,0.22546 
5810,錢,0.22546 
5811,鲽,0.22441 
5812,絕,0.22441 
5813,诔,0.22441 
5814,矇,0.22441 
5815,曷,0.22336 
5816,毖,0.22283 
5817,髋,0.22283 
5818,題,0.22283 
5819,狳,0.22283 
5820,藍,0.22230 
5821,槎,0.22072 
5822,坻,0.22072 
5823,哚,0.22072 
5824,蜊,0.22019 
5825,铙,0.22019 
5826,乂,0.22019 
5827,袆,0.21967 
5828,嫘,0.21967 
5829,漯,0.21914 
5830,骟,0.21914 
5831,捌,0.21861 
